Batch 1 predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 soft predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 true labels: ['javelin throw', 'using megaphone', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'waiting in line', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'doing nails', 'walking the dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'somersaulting', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'shooting basketball', 'bowling', 'mopping floor', 'playing piano', 'eating hotdog', 'juggling soccer ball', 'catching or throwing baseball', 'busking', 'playing xylophone', 'spraying', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'eating chips', 'faceplanting', 'planting trees', 'stretching arm', 'unloading truck', 'hopscotch', 'laying bricks', 'tai chi', 'playing saxophone', 'egg hunting', 'shaking hands', 'blasting sand', 'presenting weather forecast', 'disc golfing']
Batch 1 top 5 predictions:
['javelin throw', 'shot put', 'throwing discus', 'hammer throw', 'high jump']
['welding', 'bending metal', 'blowing glass', 'blasting sand', 'adjusting glasses']
['country line dancing', 'dancing charleston', 'swing dancing', 'tap dancing', 'dancing gangnam style']
['jumping into pool', 'swimming', 'springboard diving', 'splashing water', 'water sliding']
['faceplanting', 'surfing water', 'crossing river', 'catching fish', 'kitesurfing']
['building shed', 'faceplanting', 'bouncing on trampoline', 'somersaulting', 'parkour']
['faceplanting', 'headbutting', 'drop kicking', 'parkour', 'high jump']

Batch 4 predictions: ['cracking neck', 'cooking egg', 'dancing ballet', 'petting cat', 'flying kite', 'eating ice cream', 'hopscotch', 'playing piano', 'washing dishes', 'sailing', 'reading book', 'auctioning', 'changing oil', 'gymnastics tumbling', 'disc golfing', 'washing feet', 'using segway', 'adjusting glasses', 'diving cliff', 'disc golfing', 'catching or throwing frisbee', 'dining', 'playing organ', 'surfing crowd', 'uncorking champagne', 'tying knot (not on a tie)', 'petting animal (not cat)', 'checking watch', 'throwing discus', 'zumba', 'hurling (sport)', 'doing aerobics', 'bowling', 'petting animal (not cat)', 'motorcycling', 'trimming trees', 'water sliding', 'dining', 'tango dancing', 'salsa dancing', 'dunking basketball', 'bobsledding', 'somersaulting', 'peeling apples', 'answering questions', 'winking', 'wading through mud', 'scuba diving', 'catching or throwing baseball', 'playing trombone', 'decorating the christmas tree', 'hugging (not baby)', 'cooking chicken', 'snowboarding', 'waiting in line', 'building lego', 'beatboxing', 'disc golfing', 'driving car', 'biking through snow', 'flying kite', 'playing violin', 'petting cat', 'headbutting']
Batch 4 soft predictions: ['cracking neck', 'cooking egg', 'dancing ballet', 'petting cat', 'flying kite', 'eating ice cream', 'hopscotch', 'playing piano', 'washing dishes', 'sailing', 'reading book', 'auctioning', 'changing oil', 'gymnastics tumbling', 'disc golfing', 'washing feet', 'using segway', 'adjusting glasses', 'diving cliff', 'disc golfing', 'catching or throwing frisbee', 'dining', 'playing organ', 'surfing crowd', 'uncorking champagne', 'tying knot (not on a tie)', 'petting animal (not cat)', 'checking watch', 'throwing discus', 'zumba', 'hurling (sport)', 'doing aerobics', 'bowling', 'petting animal (not cat)', 'motorcycling', 'trimming trees', 'water sliding', 'dining', 'tango dancing', 'salsa dancing', 'dunking basketball', 'bobsledding', 'somersaulting', 'peeling apples', 'answering questions', 'winking', 'wading through mud', 'scuba diving', 'catching or throwing baseball', 'playing trombone', 'decorating the christmas tree', 'hugging (not baby)', 'cooking chicken', 'snowboarding', 'waiting in line', 'building lego', 'beatboxing', 'disc golfing', 'driving car', 'biking through snow', 'flying kite', 'playing violin', 'petting cat', 'headbutting']
Batch 4 true labels: ['stretching arm', 'cooking sausages (not on barbeque)', 'stretching arm', 'high fiving', 'flying kite', 'eating hotdog', 'hopscotch', 'playing piano', 'washing dishes', 'parasailing', 'reading book', 'auctioning', 'changing oil', 'trapezing', 'disc golfing', 'washing feet', 'using segway', 'making a sandwich', 'diving cliff', 'disc golfing', 'jogging', 'dining', 'playing organ', 'surfing crowd', 'uncorking champagne', 'tying knot (not on a tie)', 'petting animal (not cat)', 'checking watch', 'shot put', 'zumba', 'hurling (sport)', 'zumba', 'bowling', 'petting animal (not cat)', 'motorcycling', 'climbing', 'somersaulting', 'dining', 'tango dancing', 'salsa dancing', 'playing basketball', 'bobsledding', 'drop kicking', 'peeling apples', 'coughing', 'eating spaghetti', 'wading through mud', 'feeding fish', 'catching or throwing softball', 'playing trombone', 'decorating the christmas tree', 'cracking neck', 'cooking chicken', 'snowboarding', 'jumpstyle dancing', 'using remote controller (not gaming)', 'reading newspaper', 'stretching leg', 'driving car', 'biking through snow', 'shooting goal (soccer)', 'playing violin', 'petting cat', 'slapping']
Batch 4 top 5 predictions:
['cracking neck', 'yawning', 'stretching arm', 'slapping', 'rock scissors paper']
['cooking egg', 'cooking sausages (not on barbeque)', 'scrambling eggs', 'flipping pancake', 'cooking chicken']
['dancing ballet', 'stretching arm', 'stretching leg', 'high kick', 'yoga']
['petting cat', 'high fiving', 'shaking hands', 'petting animal (not cat)', 'clapping']
['flying kite', 'snowkiting', 'pole vault', 'bungee jumping', 'kitesurfing']
['eating ice cream', 'tasting food', 'eating cake', 'eating doughnuts', 'eating hotdog']
['hopscotch', 'writing', 'egg hunting', 'tap dancing', 'splashing water']
['playing piano', 'playing keyboard', 'playing organ', 'recording music', 'playing cello']
['washing dishes', 'washing hands', 'making tea', 'doing laundry', 'cooking egg']
['sailing', 'parasailing', 'skydiving', 'kitesurfing', 'flying kite']
['reading book', 'playing controller', 'recording music', 'brush painting', 'unboxing']
['auctioning', 'pushing car', 'driving car', 'giving or receiving award', 'changing wheel (not on bike)']
['changing oil', 'blasting sand', 'playing didgeridoo', 'pumping gas', 'smoking hookah']
['gymnastics tumbling', 'bending back', 'somersaulting', 'trapezing', 'faceplanting']
['disc golfing', 'crossing river', 'catching fish', 'throwing axe', 'splashing water']
['washing feet', 'bandaging', 'slapping', 'shaving legs', 'rock scissors paper']
['using segway', 'riding scooter', 'hoverboarding', 'sanding floor', 'pushing wheelchair']
['adjusting glasses', 'flipping bottle', 'finger snapping', 'robot dancing', 'tossing coin']
['diving cliff', 'water sliding', 'swinging on something', 'surfing water', 'splashing water']
['disc golfing', 'throwing discus', 'catching or throwing frisbee', 'hammer throw', 'shot put']
['catching or throwing frisbee', 'parkour', 'jogging', 'walking the dog', 'disc golfing']
['dining', 'bartending', 'tasting beer', 'auctioning', 'eating burger']
['playing organ', 'recording music', 'playing piano', 'playing keyboard', 'headbanging']
['surfing crowd', 'headbanging', 'shouting', 'shaking hands', 'pumping fist']
['uncorking champagne', 'opening bottle (not wine)', 'tasting beer', 'drinking shots', 'flipping bottle']
['tying knot (not on a tie)', 'skipping rope', 'bending metal', 'hula hooping', 'adjusting glasses']
['petting animal (not cat)', 'training dog', 'hugging (not baby)', 'grooming dog', 'high fiving']
['checking watch', 'using remote controller (not gaming)', 'tossing coin', 'adjusting glasses', 'checking tires']
['throwing discus', 'high kick', 'catching or throwing baseball', 'side kick', 'shot put']
['zumba', 'doing aerobics', 'krumping', 'dancing gangnam style', 'cheerleading']
['hurling (sport)', 'shooting goal (soccer)', 'applauding', 'headbutting', 'pumping fist']
['doing aerobics', 'zumba', 'lunge', 'skipping rope', 'jogging']
['bowling', 'throwing ball (not baseball or American football)', 'shooting basketball', 'bouncing ball (not juggling)', 'juggling soccer ball']
['petting animal (not cat)', 'shaking hands', 'high fiving', 'hugging (not baby)', 'petting cat']
['motorcycling', 'driving car', 'pushing car', 'mowing lawn', 'jaywalking']
['trimming trees', 'climbing', 'abseiling', 'bungee jumping', 'swinging on something']
['water sliding', 'jumping into pool', 'splashing water', 'diving cliff', 'somersaulting']
['dining', 'tasting beer', 'auctioning', 'playing harmonica', 'using megaphone']
['tango dancing', 'dancing ballet', 'dancing charleston', 'swing dancing', 'tap dancing']
['salsa dancing', 'swing dancing', 'dancing macarena', 'pumping fist', 'dancing charleston']
['dunking basketball', 'shooting basketball', 'playing basketball', 'passing American football', 'playing kickball']
['bobsledding', 'archery', 'tobogganing', 'ski jumping', 'skiing crosscountry']
['somersaulting', 'faceplanting', 'cartwheeling', 'drop kicking', 'bending back']
['peeling apples', 'peeling potatoes', 'grinding meat', 'picking apples', 'sharpening pencil']
['answering questions', 'testifying', 'news anchoring', 'sign language interpreting', 'singing']
['winking', 'tasting food', 'laughing', 'answering questions', 'sticking tongue out']
['wading through mud', 'blowing leaves', 'riding mule', 'catching fish', 'walking the dog']
['scuba diving', 'snorkeling', 'feeding fish', 'petting animal (not cat)', 'catching fish']
['catching or throwing baseball', 'throwing discus', 'shot put', 'throwing axe', 'cartwheeling']
['playing trombone', 'playing trumpet', 'using megaphone', 'marching', 'playing cymbals']
['decorating the christmas tree', 'playing badminton', 'trimming trees', 'celebrating', 'brushing hair']
['hugging (not baby)', 'cracking neck', 'crying', 'massaging', 'shaving head']
['cooking chicken', 'frying vegetables', 'cooking sausages (not on barbeque)', 'breading or breadcrumbing', 'cooking egg']
['snowboarding', 'skiing mono', 'skiing crosscountry', 'skiing slalom', 'ski jumping']
['waiting in line', 'celebrating', 'marching', 'headbanging', 'dancing macarena']
['building lego', 'drumming fingers', 'using remote controller (not gaming)', 'checking watch', 'playing controller']
['beatboxing', 'shaking head', 'shouting', 'laughing', 'playing keyboard']
['disc golfing', 'training dog', 'grooming dog', 'watering plants', 'catching or throwing frisbee']
['driving car', 'texting', 'driving tractor', 'playing controller', 'pushing car']
['biking through snow', 'snowmobiling', 'shoveling snow', 'skiing mono', 'faceplanting']
['flying kite', 'disc golfing', 'egg hunting', 'catching or throwing frisbee', 'picking apples']
['playing violin', 'playing cello', 'playing flute', 'playing piano', 'playing recorder']
['petting cat', 'high fiving', 'shaking hands', 'petting animal (not cat)', 'training dog']
['headbutting', 'slapping', 'drop kicking', 'high fiving', 'juggling soccer ball']

Batch 5 predictions: ['yawning', 'juggling balls', 'dancing macarena', 'fixing hair', 'arm wrestling', 'watching tv', 'washing hair', 'jumping into pool', 'tap dancing', 'washing dishes', 'water sliding', 'shearing sheep', 'zumba', 'diving cliff', 'blasting sand', 'eating hotdog', 'surfing water', 'mopping floor', 'javelin throw', 'water sliding', 'busking', 'krumping', 'building shed', 'reading book', 'presenting weather forecast', 'surfing crowd', 'playing saxophone', 'playing clarinet', 'diving cliff', 'dodgeball', 'yoga', 'trapezing', 'trimming trees', 'texting', 'juggling balls', 'sign language interpreting', 'skateboarding', 'shooting goal (soccer)', 'deadlifting', 'tango dancing', 'arm wrestling', 'playing bagpipes', 'pumping gas', 'eating cake', 'washing dishes', 'holding snake', 'sharpening knives', 'petting cat', 'hopscotch', 'shredding paper', 'dunking basketball', 'playing badminton', 'bookbinding', 'curling hair', 'cartwheeling', 'riding scooter', 'bookbinding', 'passing American football', 'doing aerobics', 'making tea', 'cleaning', 'long jump', 'motorcycling', 'catching or throwing softball']
Batch 5 soft predictions: ['yawning', 'juggling balls', 'dancing macarena', 'fixing hair', 'arm wrestling', 'watching tv', 'washing hair', 'jumping into pool', 'tap dancing', 'washing dishes', 'water sliding', 'shearing sheep', 'zumba', 'diving cliff', 'blasting sand', 'eating hotdog', 'surfing water', 'mopping floor', 'javelin throw', 'water sliding', 'busking', 'krumping', 'building shed', 'reading book', 'presenting weather forecast', 'surfing crowd', 'playing saxophone', 'playing clarinet', 'diving cliff', 'dodgeball', 'yoga', 'trapezing', 'trimming trees', 'texting', 'juggling balls', 'sign language interpreting', 'skateboarding', 'shooting goal (soccer)', 'deadlifting', 'tango dancing', 'arm wrestling', 'playing bagpipes', 'pumping gas', 'eating cake', 'washing dishes', 'holding snake', 'sharpening knives', 'petting cat', 'hopscotch', 'shredding paper', 'dunking basketball', 'playing badminton', 'bookbinding', 'curling hair', 'cartwheeling', 'riding scooter', 'bookbinding', 'passing American football', 'doing aerobics', 'making tea', 'cleaning', 'long jump', 'motorcycling', 'catching or throwing softball']
Batch 5 true labels: ['yawning', 'juggling balls', 'throwing ball (not baseball or American football)', 'pumping fist', 'arm wrestling', 'watching tv', 'dyeing hair', 'slacklining', 'robot dancing', 'washing dishes', 'water sliding', 'shearing sheep', 'zumba', 'diving cliff', 'blasting sand', 'eating watermelon', 'surfing water', 'sweeping floor', 'javelin throw', 'spraying', 'tap dancing', 'krumping', 'building shed', 'writing', 'presenting weather forecast', 'belly dancing', 'playing saxophone', 'playing clarinet', 'diving cliff', 'dodgeball', 'yoga', 'trapezing', 'trimming trees', 'texting', 'juggling balls', 'sign language interpreting', 'skateboarding', 'shooting goal (soccer)', 'deadlifting', 'tango dancing', 'shaking hands', 'playing bagpipes', 'pumping gas', 'dining', 'washing dishes', 'holding snake', 'sharpening knives', 'petting cat', 'hopscotch', 'shredding paper', 'dribbling basketball', 'hammer throw', 'bookbinding', 'curling hair', 'belly dancing', 'playing kickball', 'bookbinding', 'passing American football', 'doing aerobics', 'making tea', 'spraying', 'triple jump', 'motorcycling', 'playing kickball']
Batch 5 top 5 predictions:
['yawning', 'crying', 'sneezing', 'eating cake', 'coughing']
['juggling balls', 'contact juggling', 'spinning poi', 'juggling fire', 'bouncing ball (not juggling)']
['dancing macarena', 'dancing gangnam style', 'throwing ball (not baseball or American football)', 'robot dancing', 'hugging (not baby)']
['fixing hair', 'dancing macarena', 'shouting', 'dancing gangnam style', 'hugging (not baby)']
['arm wrestling', 'wrestling', 'shaking hands', 'rock scissors paper', 'punching person (boxing)']
['watching tv', 'setting table', 'moving furniture', 'winking', 'high fiving']
['washing hair', 'shaving head', 'shaving legs', 'splashing water', 'kissing']
['jumping into pool', 'somersaulting', 'water sliding', 'splashing water', 'springboard diving']
['tap dancing', 'dancing charleston', 'throwing discus', 'shoot dance', 'cartwheeling']
['washing dishes', 'washing hands', 'doing laundry', 'washing hair', 'washing feet']
['water sliding', 'tobogganing', 'bobsledding', 'splashing water', 'swinging on something']
['shearing sheep', 'grooming dog', 'sharpening knives', 'milking goat', 'cutting pineapple']
['zumba', 'doing aerobics', 'salsa dancing', 'dancing gangnam style', 'shoot dance']
['diving cliff', 'water sliding', 'splashing water', 'catching or throwing frisbee', 'swinging on something']
['blasting sand', 'changing oil', 'pumping gas', 'shoveling snow', 'ice fishing']
['eating hotdog', 'drinking shots', 'eating watermelon', 'eating carrots', 'eating doughnuts']
['surfing water', 'windsurfing', 'kitesurfing', 'jetskiing', 'water skiing']
['mopping floor', 'sweeping floor', 'cleaning', 'shoveling snow', 'sanding floor']
['javelin throw', 'hammer throw', 'shot put', 'throwing discus', 'flying kite']
['water sliding', 'splashing water', 'jumping into pool', 'spraying', 'wrestling']
['busking', 'hoverboarding', 'jaywalking', 'skateboarding', 'directing traffic']
['krumping', 'shoot dance', 'doing aerobics', 'breakdancing', 'cheerleading']
['building shed', 'faceplanting', 'digging', 'building cabinet', 'dunking basketball']
['reading book', 'writing', 'bookbinding', 'doing nails', 'reading newspaper']
['presenting weather forecast', 'news anchoring', 'brush painting', 'answering questions', 'paragliding']
['surfing crowd', 'belly dancing', 'pumping fist', 'salsa dancing', 'capoeira']
['playing saxophone', 'playing trumpet', 'playing clarinet', 'busking', 'playing trombone']
['playing clarinet', 'playing saxophone', 'playing trombone', 'playing trumpet', 'playing flute']
['diving cliff', 'springboard diving', 'somersaulting', 'bungee jumping', 'jumping into pool']
['dodgeball', 'playing volleyball', 'playing kickball', 'playing basketball', 'shooting basketball']
['yoga', 'stretching arm', 'stretching leg', 'tai chi', 'bending back']
['trapezing', 'swinging on something', 'somersaulting', 'bouncing on trampoline', 'bungee jumping']
['trimming trees', 'archery', 'playing paintball', 'blowing leaves', 'chopping wood']
['texting', 'using remote controller (not gaming)', 'jaywalking', 'driving car', 'directing traffic']
['juggling balls', 'throwing ball (not baseball or American football)', 'contact juggling', 'bouncing ball (not juggling)', 'high kick']
['sign language interpreting', 'finger snapping', 'adjusting glasses', 'winking', 'tasting food']
['skateboarding', 'parkour', 'roller skating', 'faceplanting', 'riding scooter']
['shooting goal (soccer)', 'kicking soccer ball', 'juggling soccer ball', 'archery', 'javelin throw']
['deadlifting', 'front raises', 'exercising arm', 'lunge', 'stretching arm']
['tango dancing', 'dancing charleston', 'dancing ballet', 'salsa dancing', 'tap dancing']
['arm wrestling', 'hugging (not baby)', 'swing dancing', 'playing poker', 'giving or receiving award']
['playing bagpipes', 'marching', 'playing cymbals', 'playing trumpet', 'playing drums']
['pumping gas', 'waiting in line', 'hugging (not baby)', 'headbutting', 'punching bag']
['eating cake', 'eating chips', 'eating ice cream', 'tasting food', 'dining']
['washing dishes', 'washing hands', 'gargling', 'splashing water', 'washing hair']
['holding snake', 'petting animal (not cat)', 'cutting nails', 'cooking sausages (not on barbeque)', 'feeding fish']
['sharpening knives', 'changing wheel (not on bike)', 'cutting watermelon', 'cutting pineapple', 'bending metal']
['petting cat', 'high fiving', 'shaking hands', 'finger snapping', 'petting animal (not cat)']
['hopscotch', 'writing', 'spray painting', 'cartwheeling', 'playing monopoly']
['shredding paper', 'bookbinding', 'counting money', 'ripping paper', 'folding paper']
['dunking basketball', 'shooting basketball', 'playing basketball', 'dribbling basketball', 'dodgeball']
['playing badminton', 'catching or throwing frisbee', 'throwing axe', 'throwing discus', 'slacklining']
['bookbinding', 'folding paper', 'building cabinet', 'bending metal', 'folding napkins']
['curling hair', 'fixing hair', 'brushing hair', 'shaving head', 'braiding hair']
['cartwheeling', 'pumping fist', 'headbanging', 'bending back', 'exercising arm']
['riding scooter', 'playing badminton', 'walking the dog', 'catching or throwing frisbee', 'playing kickball']
['bookbinding', 'sharpening knives', 'sharpening pencil', 'bending metal', 'shredding paper']
['passing American football', 'tossing coin', 'celebrating', 'dancing macarena', 'applauding']
['doing aerobics', 'zumba', 'shoot dance', 'dancing gangnam style', 'robot dancing']
['making tea', 'blending fruit', 'tasting beer', 'drinking shots', 'gargling']
['cleaning', 'washing hands', 'shaving legs', 'flipping bottle', 'spraying']
['long jump', 'triple jump', 'throwing discus', 'shot put', 'hurdling']
['motorcycling', 'riding scooter', 'riding a bike', 'crossing river', 'driving car']
['catching or throwing softball', 'high jump', 'catching or throwing baseball', 'playing kickball', 'javelin throw']

Batch 6 predictions: ['front raises', 'blowing out candles', 'trimming trees', 'crying', 'folding napkins', 'water sliding', 'changing wheel (not on bike)', 'exercising arm', 'springboard diving', 'bench pressing', 'playing bagpipes', 'dunking basketball', 'playing keyboard', 'pumping gas', 'petting animal (not cat)', 'bending metal', 'shaving legs', 'kissing', 'egg hunting', 'grooming dog', 'eating burger', 'playing basketball', 'sled dog racing', 'snowkiting', 'shooting basketball', 'making jewelry', 'shaving legs', 'driving car', 'listening with headphones', 'peeling apples', 'playing bagpipes', 'waiting in line', 'shining shoes', 'dancing charleston', 'belly dancing', 'milking goat', 'drumming fingers', 'playing slot machine', 'swinging on something', 'catching or throwing frisbee', 'peeling potatoes', 'assembling computer', 'blowing leaves', 'diving cliff', 'playing chess', 'flipping pancake', 'skateboarding', 'blowing glass', 'punching bag', 'beatboxing', 'doing sudoku', 'celebrating', 'playing badminton', 'swing dancing', 'yawning', 'juggling fire', 'playing flute', 'playing volleyball', 'playing ice hockey', 'hurling (sport)', 'weaving basket', 'setting table', 'playing trumpet', 'rock climbing']
Batch 6 soft predictions: ['front raises', 'blowing out candles', 'trimming trees', 'crying', 'folding napkins', 'water sliding', 'changing wheel (not on bike)', 'exercising arm', 'springboard diving', 'bench pressing', 'playing bagpipes', 'dunking basketball', 'playing keyboard', 'pumping gas', 'petting animal (not cat)', 'bending metal', 'shaving legs', 'kissing', 'egg hunting', 'grooming dog', 'eating burger', 'playing basketball', 'sled dog racing', 'snowkiting', 'shooting basketball', 'making jewelry', 'shaving legs', 'driving car', 'listening with headphones', 'peeling apples', 'playing bagpipes', 'waiting in line', 'shining shoes', 'dancing charleston', 'belly dancing', 'milking goat', 'drumming fingers', 'playing slot machine', 'swinging on something', 'catching or throwing frisbee', 'peeling potatoes', 'assembling computer', 'blowing leaves', 'diving cliff', 'playing chess', 'flipping pancake', 'skateboarding', 'blowing glass', 'punching bag', 'beatboxing', 'doing sudoku', 'celebrating', 'playing badminton', 'swing dancing', 'yawning', 'juggling fire', 'playing flute', 'playing volleyball', 'playing ice hockey', 'hurling (sport)', 'weaving basket', 'setting table', 'playing trumpet', 'rock climbing']
